asset_ref,taxonomy,lon,lat,probability(structural-no_damage),probability(structural-slight),probability(structural-moderate),probability(structural-extensive),probability(structural-complete)
CA-T6085509108-PC-S2,S2H-PC,-1.22E+02,3.74E+01,0.2032,0.0329,0.1948,0.179,0.39
CA-T6085509108-PC-S4,S4H-PC,-1.22E+02,3.74E+01,0.2344,0.1555,0.0862,0.1912,0.33
CA-T6085509108-PC-C1,C1H-PC,-1.22E+02,3.74E+01,0.2219,0.0566,0.097,0.0973,0.53
CA-T6085509108-PC-C2,C2H-PC,-1.22E+02,3.74E+01,0.0732,0.0247,0.1923,0.0639,0.65
CA-T6085509108-PC-C3,C3H-PC,-1.22E+02,3.74E+01,0.0313,0.1458,0.1281,0.0632,0.63
CA-T6085509108-PC-PC,PC2H-PC,-1.22E+02,3.74E+01,0.0362,0.1249,0.0513,0.0456,0.74
CA-T6085509108-PC-RM,RM2H-PC,-1.22E+02,3.74E+01,0.2067,0.0631,0.084,0.076,0.57
CA-T6085509107-PC-C2,C2L-PC,-1.22E+02,3.74E+01,0.0322,0.1629,0.1585,0.1379,0.51
CA-T6085509107-PC-C3,C3L-PC,-1.22E+02,3.74E+01,0.173,0.0232,0.1993,0.0047,0.6
CA-T6085509107-PC-MH,MH-PC,-1.22E+02,3.74E+01,0.0804,0.037,0.1689,0.0663,0.65
CA-T6085509107-PC-PC,PC2L-PC,-1.22E+02,3.74E+01,0.0287,0.0588,0.1631,0.0234,0.73
CA-T6085509107-PC-RM,RM1L-PC,-1.22E+02,3.74E+01,0.0387,0.1428,0.1775,0.0894,0.55
CA-T6085509107-PC-S1,S1L-PC,-1.22E+02,3.74E+01,0.0704,0.0484,0.1428,0.1745,0.56
CA-T6085509107-PC-S2,S2L-PC,-1.22E+02,3.74E+01,0.0356,0.1405,0.1736,0.088,0.56
CA-T6085509107-PC-S3,S3-PC,-1.22E+02,3.74E+01,0.2155,0.1643,0.1943,0.0578,0.37
CA-T6085509107-PC-S4,S4L-PC,-1.22E+02,3.74E+01,0.0893,0.14,0.0531,0.0222,0.7
CA-T6085509107-PC-S5,S5L-PC,-1.22E+02,3.74E+01,0.0876,0.0193,0.0256,0.0029,0.86
CA-T6085509107-PC-UR,URML-PC,-1.22E+02,3.74E+01,0.1715,0.0038,0.1189,0.0915,0.61
CA-T6085509107-PC-W1,W1-PC,-1.22E+02,3.74E+01,0.1275,0.123,0.1128,0.1896,0.45
CA-T6085509107-PC-S1,S1M-PC,-1.22E+02,3.74E+01,0.0353,0.0271,0.0327,0.0857,0.82
CA-T6085509107-PC-S2,S2M-PC,-1.22E+02,3.74E+01,0.12,0.0008,0.1835,0.0405,0.66
CA-T6085509107-PC-S4,S4M-PC,-1.22E+02,3.74E+01,0.1993,0.09,0.1063,0.0456,0.56
CA-T6085509107-PC-C1,C1M-PC,-1.22E+02,3.74E+01,0.1127,0.1064,0.0831,0.0806,0.62
CA-T6085509107-PC-C2,C2M-PC,-1.22E+02,3.74E+01,0.1166,0.1693,0.1587,0.0201,0.54
CA-T6085509107-PC-C3,C3M-PC,-1.22E+02,3.74E+01,0.0544,0.0793,0.1444,0.0134,0.71
CA-T6085509107-PC-PC,PC2M-PC,-1.22E+02,3.74E+01,0.2464,0.0353,0.0733,0.1607,0.48
CA-T6085509107-PC-RM,RM1M-PC,-1.22E+02,3.74E+01,0.2377,0.1653,0.1491,0.1097,0.34
CA-T6085509107-PC-RM,RM2M-PC,-1.22E+02,3.74E+01,0.1251,0.016,0.1798,0.0662,0.61
CA-T6085509107-PC-UR,URMM-PC,-1.22E+02,3.74E+01,0.2015,0.0718,0.0646,0.181,0.48
CA-T6085509107-PC-S1,S1H-PC,-1.22E+02,3.74E+01,0.0568,0.1848,0.1179,0.0847,0.56
CA-T6085509107-PC-S2,S2H-PC,-1.22E+02,3.74E+01,0.1316,0.0212,0.108,0.1989,0.54
CA-T6085509107-PC-S4,S4H-PC,-1.22E+02,3.74E+01,0.1464,0.122,0.1469,0.1551,0.43
CA-T6085509107-PC-C1,C1H-PC,-1.22E+02,3.74E+01,0.1343,0.1899,0.0561,0.019,0.6
CA-T6085509107-PC-C2,C2H-PC,-1.22E+02,3.74E+01,0.1097,0.1815,0.1484,0.1204,0.44
CA-T6085509107-PC-C3,C3H-PC,-1.22E+02,3.74E+01,0.07,0.1683,0.0074,0.0247,0.73
CA-T6085509107-PC-PC,PC2H-PC,-1.22E+02,3.74E+01,0.0173,0.1641,0.1218,0.121,0.58
CA-T6085509107-PC-RM,RM2H-PC,-1.22E+02,3.74E+01,0.1959,0.0376,0.1728,0.1165,0.48
CA-T6085508401-PC-C2,C2L-PC,-1.22E+02,3.74E+01,0.1722,0.1648,0.0223,0.0422,0.6
CA-T6085508401-PC-C3,C3L-PC,-1.22E+02,3.74E+01,0.0354,0.0914,0.0756,0.1487,0.65
CA-T6085508401-PC-MH,MH-PC,-1.22E+02,3.74E+01,0.0889,0.0827,0.1956,0.0014,0.63
CA-T6085508401-PC-RM,RM1L-PC,-1.22E+02,3.74E+01,0.0319,0.0145,0.0438,0.142,0.77
CA-T6085508401-PC-S1,S1L-PC,-1.22E+02,3.74E+01,0.1206,0.0784,0.0594,0.1015,0.64
CA-T6085508401-PC-S2,S2L-PC,-1.22E+02,3.74E+01,0.0142,0.1192,0.0293,0.1356,0.7
CA-T6085508401-PC-S3,S3-PC,-1.22E+02,3.74E+01,0.0489,0.0134,0.0529,0.1895,0.7
CA-T6085508401-PC-S4,S4L-PC,-1.22E+02,3.74E+01,0.0742,0.1812,0.1842,0.0826,0.48
CA-T6085508401-PC-S5,S5L-PC,-1.22E+02,3.74E+01,0.1588,0.1279,0.1178,0.1177,0.48
CA-T6085508401-PC-UR,URML-PC,-1.22E+02,3.74E+01,0.1034,0.1828,0.0496,0.1121,0.55
CA-T6085508401-PC-W1,W1-PC,-1.22E+02,3.74E+01,0.1878,0.0965,0.0528,0.1818,0.48
CA-T6085508401-PC-S1,S1M-PC,-1.22E+02,3.74E+01,0.0967,0.1817,0.1137,0.0882,0.52
CA-T6085508401-PC-S2,S2M-PC,-1.22E+02,3.74E+01,0.0173,0.1463,0.0682,0.0437,0.72
CA-T6085508401-PC-S4,S4M-PC,-1.22E+02,3.74E+01,0.0075,0.1164,0.1871,0.0969,0.59
CA-T6085508401-PC-C1,C1M-PC,-1.22E+02,3.74E+01,0.0799,0.1748,0.1692,0.0879,0.49
CA-T6085508401-PC-C2,C2M-PC,-1.22E+02,3.74E+01,0.1988,0.1069,0.0392,0.1852,0.47
CA-T6085508401-PC-C3,C3M-PC,-1.22E+02,3.74E+01,0.0509,0.025,0.0044,0.1401,0.78
CA-T6085508401-PC-PC,PC2M-PC,-1.22E+02,3.74E+01,0.0352,0.1938,0.1679,0.1007,0.5
CA-T6085508401-PC-RM,RM1M-PC,-1.22E+02,3.74E+01,0.0237,0.1394,0.1474,0.0697,0.62
CA-T6085508401-PC-RM,RM2M-PC,-1.22E+02,3.74E+01,0.0392,0.069,0.0575,0.0356,0.8
CA-T6085508401-PC-UR,URMM-PC,-1.22E+02,3.74E+01,0.122,0.0811,0.0072,0.1134,0.68
CA-T6085508401-PC-S1,S1H-PC,-1.22E+02,3.74E+01,0.1249,0.1716,0.1171,0.0599,0.53
CA-T6085508401-PC-S2,S2H-PC,-1.22E+02,3.74E+01,0.1318,0.0756,0.0991,0.0115,0.68
CA-T6085508401-PC-S4,S4H-PC,-1.22E+02,3.74E+01,0.187,0.0943,0.078,0.047,0.59
CA-T6085508401-PC-C1,C1H-PC,-1.22E+02,3.74E+01,0.1843,0.1179,0.135,0.1772,0.39
CA-T6085508401-PC-C2,C2H-PC,-1.22E+02,3.74E+01,0.0347,0.1119,0.1192,0.0589,0.68
CA-T6085508401-PC-C3,C3H-PC,-1.22E+02,3.74E+01,0.2496,0.0752,0.0117,0.02,0.64
CA-T6085508401-PC-PC,PC2H-PC,-1.22E+02,3.74E+01,0.0918,0.0953,0.1295,0.1046,0.58
CA-T6013324001-PC-C2,C2L-PC,-1.22E+02,3.79E+01,0.0253,0.0685,0.0369,0.1783,0.69
CA-T6013324001-PC-C3,C3L-PC,-1.22E+02,3.79E+01,0.2327,0.0126,0.1603,0.0993,0.5
CA-T6013324001-PC-MH,MH-PC,-1.22E+02,3.79E+01,0.2278,0.0475,0.0951,0.1476,0.48
CA-T6013324001-PC-PC,PC2L-PC,-1.22E+02,3.79E+01,0.2045,0.024,0.149,0.1421,0.48
CA-T6013324001-PC-RM,RM1L-PC,-1.22E+02,3.79E+01,0.0683,0.1359,0.1724,0.0407,0.58
CA-T6013324001-PC-S1,S1L-PC,-1.22E+02,3.79E+01,0.0246,0.0945,0.1548,0.005,0.72
CA-T6013324001-PC-S2,S2L-PC,-1.22E+02,3.79E+01,0.1868,0.0963,0.1182,0.1678,0.43
CA-T6013324001-PC-S3,S3-PC,-1.22E+02,3.79E+01,0.1742,0.1994,0.0755,0.0832,0.47
CA-T6013324001-PC-S4,S4L-PC,-1.22E+02,3.79E+01,0.0269,0.0699,0.0724,0.0325,0.8
CA-T6013324001-PC-S5,S5L-PC,-1.22E+02,3.79E+01,0.1869,0.1274,0.0553,0.0344,0.6
CA-T6013324001-PC-UR,URML-PC,-1.22E+02,3.79E+01,0.0529,0.0009,0.1958,0.0547,0.7
CA-T6013324001-PC-W1,W1-PC,-1.22E+02,3.79E+01,0.1243,0.1127,0.17,0.087,0.51
CA-T6013324001-PC-S1,S1M-PC,-1.22E+02,3.79E+01,0.2099,0.115,0.1149,0.105,0.46
CA-T6013324001-PC-S2,S2M-PC,-1.22E+02,3.79E+01,0.0813,0.1629,0.1109,0.1098,0.54
CA-T6013324001-PC-S4,S4M-PC,-1.22E+02,3.79E+01,0.0805,0.0346,0.1416,0.1941,0.55
CA-T6013324001-PC-C1,C1M-PC,-1.22E+02,3.79E+01,0.018,0.188,0.1211,0.0638,0.61
CA-T6013324001-PC-C2,C2M-PC,-1.22E+02,3.79E+01,0.0903,0.1715,0.144,0.1652,0.43
CA-T6013324001-PC-C3,C3M-PC,-1.22E+02,3.79E+01,0.2209,0.0141,0.0006,0.141,0.62
CA-T6013324001-PC-PC,PC2M-PC,-1.22E+02,3.79E+01,0.1227,0.1854,0.0388,0.178,0.48
CA-T6013324001-PC-RM,RM1M-PC,-1.22E+02,3.79E+01,0.009,0.1996,0.074,0.0812,0.64
CA-T6013324001-PC-RM,RM2M-PC,-1.22E+02,3.79E+01,0.0957,0.1622,0.1219,0.0314,0.59
CA-T6013324001-PC-UR,URMM-PC,-1.22E+02,3.79E+01,0.1598,0.0224,0.0235,0.1801,0.61
CA-T6013324001-PC-S1,S1H-PC,-1.22E+02,3.79E+01,0.1896,0.1362,0.0799,0.1053,0.49
CA-T6013324001-PC-S2,S2H-PC,-1.22E+02,3.79E+01,0.0997,0.0584,0.023,0.1475,0.67
CA-T6013324001-PC-S4,S4H-PC,-1.22E+02,3.79E+01,0.0977,0.1518,0.0044,0.1447,0.6
CA-T6013324001-PC-C1,C1H-PC,-1.22E+02,3.79E+01,0.0441,0.121,0.1884,0.0462,0.6
CA-T6013324001-PC-C2,C2H-PC,-1.22E+02,3.79E+01,0.1566,0.0685,0.1741,0.0384,0.56
CA-T6013324001-PC-C3,C3H-PC,-1.22E+02,3.79E+01,0.0831,0.184,0.0552,0.0579,0.62
CA-T6013324001-PC-PC,PC2H-PC,-1.22E+02,3.79E+01,0.0565,0.083,0.0841,0.0607,0.72
CA-T6013324001-PC-RM,RM2H-PC,-1.22E+02,3.79E+01,0.0589,0.1878,0.1207,0.1645,0.47
CA-T6013334200-PC-C2,C2L-PC,-1.22E+02,3.79E+01,0.229,0.0645,0.1926,0.1149,0.4
CA-T6013334200-PC-C3,C3L-PC,-1.22E+02,3.79E+01,0.224,0.1477,0.1764,0.0912,0.36
CA-T6013334200-PC-MH,MH-PC,-1.22E+02,3.79E+01,0.0508,0.1254,0.066,0.0739,0.68
CA-T6013334200-PC-PC,PC2L-PC,-1.22E+02,3.79E+01,0.1274,0.1463,0.1244,0.0219,0.58
CA-T6013334200-PC-RM,RM1L-PC,-1.22E+02,3.79E+01,0.0308,0.1092,0.1301,0.0878,0.64
CA-T6013334200-PC-S1,S1L-PC,-1.22E+02,3.79E+01,0.1617,0.1403,0.1589,0.0047,0.53
CA-T6013334200-PC-S2,S2L-PC,-1.22E+02,3.79E+01,0.1487,0.1256,0.0508,0.165,0.51
CA-T6013334200-PC-S3,S3-PC,-1.22E+02,3.79E+01,0.2281,0.1759,0.1078,0.1325,0.36
CA-T6013334200-PC-S4,S4L-PC,-1.22E+02,3.79E+01,0.1869,0.0357,0.0522,0.1987,0.53
CA-T6013334200-PC-S5,S5L-PC,-1.22E+02,3.79E+01,0.1971,0.1626,0.18,0.1198,0.34
CA-T6013334200-PC-UR,URML-PC,-1.22E+02,3.79E+01,0.0827,0.0436,0.071,0.0056,0.8
CA-T6013334200-PC-W1,W1-PC,-1.22E+02,3.79E+01,0.1484,0.1304,0.1354,0.1889,0.4
CA-T6013338203-PC-C2,C2L-PC,-1.22E+02,3.79E+01,0.0158,0.1725,0.0051,0.0672,0.74
CA-T6013338203-PC-C3,C3L-PC,-1.22E+02,3.79E+01,0.0374,0.1278,0.0004,0.1009,0.73
CA-T6013338203-PC-MH,MH-PC,-1.22E+02,3.79E+01,0.1364,0.1292,0.1687,0.1686,0.4
CA-T6013338203-PC-PC,PC2L-PC,-1.22E+02,3.79E+01,0.1649,0.004,0.0954,0.0348,0.7
CA-T6013338203-PC-RM,RM1L-PC,-1.22E+02,3.79E+01,0.0202,0.0017,0.0391,0.0106,0.93
CA-T6013338203-PC-S1,S1L-PC,-1.22E+02,3.79E+01,0.0513,0.1846,0.1957,0.0275,0.54
CA-T6013338203-PC-S2,S2L-PC,-1.22E+02,3.79E+01,0.1767,0.1745,0.0545,0.086,0.51
CA-T6013338203-PC-S3,S3-PC,-1.22E+02,3.79E+01,0.2222,0.095,0.1591,0.0367,0.49
CA-T6013338203-PC-S4,S4L-PC,-1.22E+02,3.79E+01,0.0964,0.1998,0.0992,0.1907,0.41
CA-T6013338203-PC-S5,S5L-PC,-1.22E+02,3.79E+01,0.0577,0.0423,0.0341,0.1996,0.67
CA-T6013338203-PC-UR,URML-PC,-1.22E+02,3.79E+01,0.0902,0.0615,0.1162,0.1161,0.62
CA-T6013338203-PC-W1,W1-PC,-1.22E+02,3.79E+01,0.2374,0.1432,0.0583,0.122,0.44
CA-T6001441521-PC-C2,C2L-PC,-1.22E+02,3.76E+01,0.028,0.1823,0.0336,0.1701,0.59
CA-T6001441521-PC-MH,MH-PC,-1.22E+02,3.76E+01,0.2282,0.1512,0.1555,0.0014,0.46
CA-T6001441521-PC-RM,RM1L-PC,-1.22E+02,3.76E+01,0.1511,0.1575,0.1226,0.131,0.44
CA-T6001441521-PC-W1,W1-PC,-1.22E+02,3.76E+01,0.2323,0.0538,0.1866,0.1549,0.37
CA-T6001441521-PC-S2,S2M-PC,-1.22E+02,3.76E+01,0.19,0.1101,0.0546,0.0535,0.59
CA-T6001441521-PC-C2,C2M-PC,-1.22E+02,3.76E+01,0.0739,0.1091,0.1083,0.1041,0.6
CA-T6013327000-PC-C2,C2L-PC,-1.22E+02,3.80E+01,0.0009,0.1942,0.1481,0.1407,0.52
CA-T6013327000-PC-C3,C3L-PC,-1.22E+02,3.80E+01,0.153,0.0201,0.1257,0.0546,0.65
CA-T6013327000-PC-MH,MH-PC,-1.22E+02,3.80E+01,0.1245,0.0467,0.0485,0.1106,0.67
CA-T6013327000-PC-PC,PC2L-PC,-1.22E+02,3.80E+01,0.2477,0.0547,0.1284,0.0105,0.56
CA-T6013327000-PC-RM,RM1L-PC,-1.22E+02,3.80E+01,0.2074,0.1185,0.0903,0.004,0.58
CA-T6013327000-PC-S1,S1L-PC,-1.22E+02,3.80E+01,0.1556,0.0739,0.1075,0.1368,0.53
CA-T6013327000-PC-S2,S2L-PC,-1.22E+02,3.80E+01,0.2159,0.0134,0.1898,0.1944,0.39
CA-T6013327000-PC-S3,S3-PC,-1.22E+02,3.80E+01,0.1071,0.0842,0.0584,0.173,0.58
CA-T6013327000-PC-S4,S4L-PC,-1.22E+02,3.80E+01,0.1139,0.0049,0.1026,0.0316,0.75
CA-T6013327000-PC-S5,S5L-PC,-1.22E+02,3.80E+01,0.0376,0.0165,0.0551,0.1395,0.75
CA-T6013327000-PC-UR,URML-PC,-1.22E+02,3.80E+01,0.2493,0.0983,0.0677,0.0048,0.58
CA-T6013327000-PC-W1,W1-PC,-1.22E+02,3.80E+01,0.1308,0.1615,0.1232,0.0381,0.55
CA-T6013327000-PC-S1,S1M-PC,-1.22E+02,3.80E+01,0.0221,0.0638,0.1946,0.0128,0.71
CA-T6013327000-PC-S2,S2M-PC,-1.22E+02,3.80E+01,0.1073,0.1587,0.0959,0.0319,0.61
CA-T6013327000-PC-S4,S4M-PC,-1.22E+02,3.80E+01,0.0182,0.0695,0.1016,0.0025,0.81
CA-T6013327000-PC-C1,C1M-PC,-1.22E+02,3.80E+01,0.0647,0.0425,0.0705,0.1804,0.64
CA-T6013327000-PC-C2,C2M-PC,-1.22E+02,3.80E+01,0.1078,0.1037,0.0134,0.1833,0.59
CA-T6013327000-PC-C3,C3M-PC,-1.22E+02,3.80E+01,0.0171,0.0913,0.0629,0.0362,0.79
CA-T6013327000-PC-PC,PC2M-PC,-1.22E+02,3.80E+01,0.1437,0.1127,0.1196,0.0806,0.54
CA-T6013327000-PC-RM,RM1M-PC,-1.22E+02,3.80E+01,0.0407,0.143,0.104,0.0111,0.7
CA-T6013327000-PC-RM,RM2M-PC,-1.22E+02,3.80E+01,0.0692,0.0993,0.1016,0.03,0.7
CA-T6013327000-PC-UR,URMM-PC,-1.22E+02,3.80E+01,0.215,0.1287,0.1036,0.0016,0.55
CA-T6013327000-PC-S1,S1H-PC,-1.22E+02,3.80E+01,0.1553,0.1172,0.0646,0.1208,0.54
CA-T6013327000-PC-S2,S2H-PC,-1.22E+02,3.80E+01,0.0579,0.0119,0.0402,0.1439,0.75
CA-T6013327000-PC-S4,S4H-PC,-1.22E+02,3.80E+01,0.1649,0.1453,0.0764,0.1968,0.42
CA-T6013327000-PC-C1,C1H-PC,-1.22E+02,3.80E+01,0.1744,0.0682,0.1638,0.009,0.58
CA-T6013327000-PC-C2,C2H-PC,-1.22E+02,3.80E+01,0.1231,0.0682,0.0394,0.1243,0.65
CA-T6013327000-PC-C3,C3H-PC,-1.22E+02,3.80E+01,0.1322,0.1744,0.0164,0.102,0.58
CA-T6013327000-PC-PC,PC2H-PC,-1.22E+02,3.80E+01,0.2188,0.0982,0.0945,0.1679,0.42
CA-T6013327000-PC-RM,RM2H-PC,-1.22E+02,3.80E+01,0.1253,0.1658,0.1424,0.1115,0.46
CA-T6085507600-PC-C2,C2L-PC,-1.22E+02,3.73E+01,0.1563,0.0578,0.0228,0.0653,0.7
CA-T6085507600-PC-C3,C3L-PC,-1.22E+02,3.73E+01,0.1559,0.0335,0.1343,0.0692,0.61
CA-T6085507600-PC-MH,MH-PC,-1.22E+02,3.73E+01,0.1446,0.092,0.0881,0.0255,0.65
CA-T6085507600-PC-PC,PC2L-PC,-1.22E+02,3.73E+01,0.2039,0.1681,0.0327,0.0051,0.59
CA-T6085507600-PC-RM,RM1L-PC,-1.22E+02,3.73E+01,0.0525,0.0715,0.1068,0.1401,0.63
CA-T6085507600-PC-S1,S1L-PC,-1.22E+02,3.73E+01,0.1488,0.1231,0.0847,0.1692,0.47
CA-T6085507600-PC-S2,S2L-PC,-1.22E+02,3.73E+01,0.2389,0.1906,0.0672,0.0058,0.5
CA-T6085507600-PC-S3,S3-PC,-1.22E+02,3.73E+01,0.1421,0.1463,0.1048,0.1212,0.49
CA-T6085507600-PC-S4,S4L-PC,-1.22E+02,3.73E+01,0.101,0.1233,0.0372,0.1225,0.62
CA-T6085507600-PC-S5,S5L-PC,-1.22E+02,3.73E+01,0.1369,0.111,0.1645,0.0526,0.53
CA-T6085507600-PC-UR,URML-PC,-1.22E+02,3.73E+01,0.0736,0.0292,0.0074,0.0558,0.83
CA-T6085507600-PC-W1,W1-PC,-1.22E+02,3.73E+01,0.219,0.0414,0.0015,0.0815,0.66
CA-T6001441524-PC-C2,C2L-PC,-1.22E+02,3.76E+01,0.2462,0.1338,0.1863,0.0886,0.35
CA-T6001441524-PC-C3,C3L-PC,-1.22E+02,3.76E+01,0.1662,0.0465,0.0803,0.1365,0.57
CA-T6001441524-PC-MH,MH-PC,-1.22E+02,3.76E+01,0.0876,0.176,0.012,0.1461,0.58
CA-T6001441524-PC-PC,PC2L-PC,-1.22E+02,3.76E+01,0.2321,0.1925,0.1664,0.1193,0.29
CA-T6001441524-PC-RM,RM1L-PC,-1.22E+02,3.76E+01,0.0554,0.0969,0.0189,0.1204,0.71
CA-T6001441524-PC-S2,S2L-PC,-1.22E+02,3.76E+01,0.1568,0.1635,0.0516,0.1085,0.52
CA-T6001441524-PC-S3,S3-PC,-1.22E+02,3.76E+01,0.2474,0.0588,0.1588,0.1502,0.38
CA-T6001441524-PC-S4,S4L-PC,-1.22E+02,3.76E+01,0.0186,0.1655,0.0961,0.0652,0.65
CA-T6001441524-PC-S5,S5L-PC,-1.22E+02,3.76E+01,0.1089,0.0771,0.1744,0.1796,0.46
CA-T6001441524-PC-UR,URML-PC,-1.22E+02,3.76E+01,0.0859,0.1528,0.1479,0.0786,0.53
CA-T6001441524-PC-W1,W1-PC,-1.22E+02,3.76E+01,0.1301,0.0388,0.0379,0.0217,0.77
CA-T6085509106-PC-C2,C2L-PC,-1.22E+02,3.74E+01,0.2225,0.033,0.1482,0.0756,0.52
CA-T6085509106-PC-C3,C3L-PC,-1.22E+02,3.74E+01,0.0394,0.0031,0.187,0.0775,0.69
CA-T6085509106-PC-MH,MH-PC,-1.22E+02,3.74E+01,0.0949,0.156,0.1392,0.0829,0.53
CA-T6085509106-PC-PC,PC2L-PC,-1.22E+02,3.74E+01,0.2196,0.1821,0.1867,0.164,0.25
CA-T6085509106-PC-RM,RM1L-PC,-1.22E+02,3.74E+01,0.2099,0.0609,0.0491,0.0902,0.59
CA-T6085509106-PC-S1,S1L-PC,-1.22E+02,3.74E+01,0.2391,0.0284,0.1186,0.1748,0.44
CA-T6085509106-PC-S2,S2L-PC,-1.22E+02,3.74E+01,0.216,0.1648,0.0199,0.0603,0.54
CA-T6085509106-PC-S3,S3-PC,-1.22E+02,3.74E+01,0.1206,0.1837,0.1711,0.1048,0.42
CA-T6085509106-PC-S4,S4L-PC,-1.22E+02,3.74E+01,0.0477,0.1257,0.0927,0.1071,0.63
CA-T6085509106-PC-S5,S5L-PC,-1.22E+02,3.74E+01,0.1798,0.0677,0.1041,0.1892,0.46
CA-T6085509106-PC-UR,URML-PC,-1.22E+02,3.74E+01,0.1348,0.0182,0.1259,0.097,0.62
CA-T6085509106-PC-W1,W1-PC,-1.22E+02,3.74E+01,0.1279,0.0664,0.0947,0.1781,0.53
CA-T6085509106-PC-S1,S1M-PC,-1.22E+02,3.74E+01,0.2044,0.139,0.1566,0.0334,0.47
CA-T6085509106-PC-S2,S2M-PC,-1.22E+02,3.74E+01,0.0998,0.0481,0.0659,0.1344,0.65
CA-T6085509106-PC-S4,S4M-PC,-1.22E+02,3.74E+01,0.0909,0.0228,0.08,0.1898,0.62
CA-T6085509106-PC-C1,C1M-PC,-1.22E+02,3.74E+01,0.1282,0.1111,0.1548,0.0439,0.56
CA-T6085509106-PC-C2,C2M-PC,-1.22E+02,3.74E+01,0.0265,0.0102,0.0893,0.095,0.78
CA-T6085509106-PC-C3,C3M-PC,-1.22E+02,3.74E+01,0.0089,0.1779,0.0139,0.1144,0.68
CA-T6085509106-PC-PC,PC2M-PC,-1.22E+02,3.74E+01,0.2178,0.1853,0.0133,0.1702,0.41
CA-T6085509106-PC-RM,RM1M-PC,-1.22E+02,3.74E+01,0.0285,0.0455,0.1311,0.1806,0.61
CA-T6085509106-PC-RM,RM2M-PC,-1.22E+02,3.74E+01,0.0646,0.1024,0.0982,0.0149,0.72
CA-T6085509106-PC-UR,URMM-PC,-1.22E+02,3.74E+01,0.0443,0.1421,0.1319,0.082,0.6
CA-T6085509106-PC-S1,S1H-PC,-1.22E+02,3.74E+01,0.2206,0.067,0.1874,0.115,0.41
CA-T6085509106-PC-S2,S2H-PC,-1.22E+02,3.74E+01,0.0378,0.1777,0.0837,0.1191,0.58
CA-T6085509106-PC-S4,S4H-PC,-1.22E+02,3.74E+01,0.1399,0.0589,0.0437,0.0529,0.7
CA-T6085509106-PC-C1,C1H-PC,-1.22E+02,3.74E+01,0.1927,0.1226,0.105,0.0159,0.56
CA-T6085509106-PC-C2,C2H-PC,-1.22E+02,3.74E+01,0.1038,0.094,0.1618,0.0073,0.63
CA-T6085509106-PC-C3,C3H-PC,-1.22E+02,3.74E+01,0.2429,0.0188,0.1204,0.1666,0.45
CA-T6085509106-PC-PC,PC2H-PC,-1.22E+02,3.74E+01,0.2004,0.1609,0.0492,0.0402,0.55
CA-T6085509106-PC-RM,RM2H-PC,-1.22E+02,3.74E+01,0.1691,0.1808,0.0321,0.1034,0.51
CA-T6085504700-PC-C2,C2L-PC,-1.22E+02,3.74E+01,0.2094,0.0478,0.1646,0.0522,0.53
CA-T6085504700-PC-C3,C3L-PC,-1.22E+02,3.74E+01,0.0013,0.1483,0.1778,0.0771,0.6
CA-T6085504700-PC-MH,MH-PC,-1.22E+02,3.74E+01,0.2116,0.1643,0.1056,0.1613,0.36
CA-T6085504700-PC-PC,PC2L-PC,-1.22E+02,3.74E+01,0.028,0.0949,0.0804,0.1435,0.65
CA-T6085504700-PC-RM,RM1L-PC,-1.22E+02,3.74E+01,0.2142,0.0385,0.1646,0.1754,0.41
CA-T6085504700-PC-S3,S3-PC,-1.22E+02,3.74E+01,0.0289,0.1925,0.0604,0.1045,0.61
CA-T6085504700-PC-S4,S4L-PC,-1.22E+02,3.74E+01,0.1106,0.0132,0.0737,0.142,0.66
CA-T6085504700-PC-S5,S5L-PC,-1.22E+02,3.74E+01,0.0709,0.1168,0.1814,0.1655,0.47
CA-T6085504700-PC-UR,URML-PC,-1.22E+02,3.74E+01,0.0513,0.0612,0.0093,0.0635,0.81
CA-T6085504700-PC-W1,W1-PC,-1.22E+02,3.74E+01,0.1488,0.0407,0.0273,0.1014,0.68
CA-T6085507701-PC-C2,C2L-PC,-1.22E+02,3.73E+01,0.1795,0.0847,0.0537,0.1595,0.52
CA-T6085507701-PC-C3,C3L-PC,-1.22E+02,3.73E+01,0.0153,0.0033,0.0045,0.0457,0.93
CA-T6085507701-PC-MH,MH-PC,-1.22E+02,3.73E+01,0.2038,0.1224,0.0165,0.1278,0.53
CA-T6085507701-PC-RM,RM1L-PC,-1.22E+02,3.73E+01,0.2149,0.1572,0.0264,0.0445,0.56
CA-T6085507701-PC-S2,S2L-PC,-1.22E+02,3.73E+01,0.0277,0.1381,0.0394,0.0124,0.78
CA-T6085507701-PC-S3,S3-PC,-1.22E+02,3.73E+01,0.0012,0.0763,0.0176,0.1189,0.79
CA-T6085507701-PC-S4,S4L-PC,-1.22E+02,3.73E+01,0.1463,0.1065,0.1185,0.0905,0.54
CA-T6085507701-PC-S5,S5L-PC,-1.22E+02,3.73E+01,0.0406,0.0118,0.0235,0.0709,0.85
CA-T6085507701-PC-UR,URML-PC,-1.22E+02,3.73E+01,0.246,0.0287,0.0743,0.1419,0.51
CA-T6085507701-PC-W1,W1-PC,-1.22E+02,3.73E+01,0.0415,0.1713,0.104,0.1632,0.52
CA-T6085507701-PC-S1,S1M-PC,-1.22E+02,3.73E+01,0.2206,0.055,0.0898,0.0454,0.59
